Name	Molecular form	Microbe	Strain	Target	PubMed ID
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(3-oxooctanamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate"	C21H31NO11	Pseudomonas aeruginosa	PA14	N/A	28049617
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-butyramidotetrahydro-2H-pyran-2,4,5-triyl triacetate"	C17H25NO10	Pseudomonas aeruginosa	PA14	N/A	28049617
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-decanamidotetrahydro-2H-pyran-2,4,5-triyl triacetate"	C23H37NO10	Pseudomonas aeruginosa	PA14	N/A	28049617
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-dodecanamidotetrahydro-2H-pyran-2,4,5-triyl triacetate"	C25H41NO10	Pseudomonas aeruginosa	PA14	N/A	28049617
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-octanamidotetrahydro-2H-pyran-2,4,5-triyl triacetate"	C21H33NO10	Pseudomonas aeruginosa	PA14	N/A	28049617
(2Z)-N-hexyl-2-hydroxy-3-[4-(trifluoromethyl)phenyl]prop-2-enamide	C16H20F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
(3R)-4-(4-acetylphenyl)-3-aminobutan-2-one	C12H15NO2	Staphylococcus aureus	SC01	N/A	25658642
(3R)-4-(4-acetylphenyl)-3-aminobutan-2-one	C12H15NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"(3R)-7-hydroxy-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid"	C10H11NO3	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"(5E)-5-decylidene-1,3-thiazolidine-2,4-dione"	C13H21NO2S	Candida albicans	ATCC 90028	N/A	24078467
"(5E)-5-dodecylidene-1,3-thiazolidine-2,4-dione"	C15H25NO2S	Candida albicans	ATCC 90028	N/A	24078467
"(5E)-5-hexylidene-1,3-thiazolidine-2,4-dione"	C9H13NO2S	Candida albicans	ATCC 90028	N/A	24078467
"(5E)-5-octylidene-1,3-thiazolidine-2,4-dione"	C11H17NO2S	Candida albicans	ATCC 90028	N/A	24078467
"(5E)-5-undecylidene-1,3-thiazolidine-2,4-dione"	C14H23NO2S	Candida albicans	ATCC 90028	N/A	24078467
(5-nitrofuran-2-yl)methyl (2E)-3-phenylprop-2-enoate	C14H11NO5	Candida albicans	ATCC 10231	N/A	27838185
"(5S)-1,7-bis(4-hydroxyphenyl)-5-O-_-D- apiofuranosyl(1 _ 6)-_-D-glucopyranosyloxyheptan-3-one"	C31H44O12	Pseudomonas aeruginosa	PAO1	N/A	27220074
"(5Z)-2-(1,1-dichloro-2-phenylethyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C19H14Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
"(5Z)-2-(1,1-dichloro-2-phenylethyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C19H14Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 43 300)	N/A	28537316
"(5Z)-2-(1,1-dichloro-2-phenylethyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C19H14Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 1685)	N/A	28537316
"(5Z)-2-(1,1-dichloro-2-phenylethyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C19H14Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 1770)	N/A	28537316
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-(phenylmethylidene)-1,3-oxazolidin-4-one"	C16H19Cl2NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-[(3-methoxyphenyl)methylidene]-1,3-oxazolidin-4-one"	C17H21Cl2NO3	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C17H18Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C17H18Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 43 300)	N/A	28537316
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C17H18Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 1685)	N/A	28537316
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C17H18Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 1770)	N/A	28537316
"(5Z)-2-(1,1-dichloro-7-methyloctyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C20H24Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
"(5Z)-2-(1,1-dichlorobut-3-yn-1-yl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C15H10Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
"(5Z)-2-(1,1-dichloropropyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C14H12Cl2F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
"(5Z)-2-(2,2-dimethylpropyl)-5-{[3-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C16H18F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
"(5Z)-2-tert-butyl-5-{[3-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one"	C15H16F3NO2	Staphylococcus aureus	MRSA (ATCC BAA 44)	N/A	28537316
(5Z)-4-Bromo-5-(bromomethylene)-3-butyl-2(5H)-furanone	C9H10Br2O2	Escherichia coli	K12	N/A	15470704
"(E)-1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-2H-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one"	C18H24N4O4S2	Acinetobacter baumannii	Not Specified	N/A	24117391
"(E)-1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-2H-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one"	C18H24N4O4S2	Pseudomonas aeruginosa	PAO1	N/A	24117391
(E)-3-Decen-2-one	C10H18O	Vibrio cholerae	CIP 106859	N/A	21249192
(E)-3-Decen-2-one	C10H18O	Vibrio harveyi	BB125	N/A	21249192
(E)-Chalcone	C15H12O	Haemophilus influenzae	NU7	N/A	25154700
(E)-Chalcone	C15H12O	Haemophilus influenzae	NU38	N/A	25154700
(E)-Chalcone	C15H12O	Haemophilus influenzae	NU48	N/A	25154700
(furan-2-yl)methyl (2E)-3-phenylprop-2-enoate	C14H12O3	Candida albicans	ATCC 10231	N/A	27838185
"(R)-2,3-Diaminopropanoic acid"	C3H8N2O2	Staphylococcus aureus	ATCC 25923	N/A	25658642
"(R)-2,3-Diaminopropanoic acid"	C3H8N2O2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
(R)-2-Amino-3-biphenyl-3-yl-propionic acid	C15H15NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
(R)-2-amino-3-cyclohexylpropanoic acid	C9H17NO2	Staphylococcus aureus	SC01	N/A	25658642
(R)-2-amino-3-cyclohexylpropanoic acid	C9H17NO2	Staphylococcus aureus	ATCC 25923	N/A	25658642
(R)-2-amino-3-cyclohexylpropanoic acid	C9H17NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
(R)-2-amino-3-cyclopentylpropanoic acid	C8H15NO2	Staphylococcus aureus	SC01	N/A	25658642
(R)-2-amino-3-cyclopentylpropanoic acid	C8H15NO2	Staphylococcus aureus	ATCC 25923	N/A	25658642
(R)-2-amino-3-cyclopentylpropanoic acid	C8H15NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
(RW)2-NH2	C34H47N13O4	Escherichia coli	HM22	N/A	21622798
(RW)3-NH2	C51H69N19O6	Escherichia coli	HM22	N/A	21622798
(RW)4D	C72H95N25O12	Escherichia coli	HM22	N/A	21622798
(RW)4-NH2	C68H91N25O8	Escherichia coli	HM22	N/A	21622798
(Z)-3-(bromomethylene) isobenzofuran-1(3H)-one	C9H5BrO2	Staphylococcus epidermidis	ATCC 35984	N/A	19098295
(Z)-3-bromo-5-(bromomethylene) furan-2(5H)-one	C5H2Br2O2	Staphylococcus epidermidis	ATCC 35984	N/A	19098295
(Z)-4-bromo-5-(bromomethylene)-3-(1-bromobutyl)-2(5H)-furanone	C9H9Br3O2	Salmonella enterica	Serovar Typhimurium ATCC14028	N/A	20580562
(Z)-4-bromo-5-(bromomethylene)-3-(1-bromoethyl)-2(5H)-furanone	C7H5Br3O2	Salmonella enterica	Serovar Typhimurium ATCC14028	N/A	20580562
(Z)-4-bromo-5-(bromomethylene)-3-(1-bromohexyl)-2(5H)-furanone	C11H13Br3O2	Salmonella enterica	Serovar Typhimurium ATCC14028	N/A	20580562
(Z)-4-bromo-5-(bromomethylene)-3-butyl-2(5H)-furanone	C9H10Br2O2	Salmonella enterica	Serovar Typhimurium ATCC14028	N/A	20580562
(Z)-4-bromo-5-(bromomethylene)-3-ethyl-2(5H)-furanone	C7H6Br2O2	Salmonella enterica	Serovar Typhimurium ATCC14028	N/A	20580562
(Z)-4-bromo-5-(bromomethylene)-3-hexyl-2(5H)-furanone	C11H14Br2O2	Salmonella enterica	Serovar Typhimurium ATCC14028	N/A	20580562
(Z)-4-bromo-5-(bromomethylene)-3-methylfuran-2(5H)-one	C6H4Br2O2	Pseudomonas aeruginosa	PAO1	N/A	23029239
(Z)-5-(bromomethylene)-3-(hydroxymethyl]thiophen-2(5H)- one	C7H7BrO2	Staphylococcus epidermidis	ATCC 35984	N/A	27214405
(Z)-5-(chloromethylene) furan-2(5H)-one	C5H3ClO2	Staphylococcus epidermidis	ATCC 35984	N/A	19098295
"(Z)-5-decylidenethiazolidine-2,4-dione"	C13H21NO2S	Propionibacterium acnes	LMG 16711	N/A	24251377
"(Z)-5-octylidenethiazolidine-2,4-dione"	C11H17NO2S	Propionibacterium acnes	LMG 16711	N/A	24251377
[(ethanesulfinyl)sulfanyl]ethane	C4H10OS2	Streptococcus mutans	UA159	N/A	25081571
"1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl (2E)-3-phenylprop-2-enoate"	C20H16Cl2N2O2	Candida albicans	ATCC 10231	N/A	27838185
"1-(2-Chloroacetyl)-5-methylindoline-2,3-dione"	C11H8ClNO3	Escherichia coli	MT102	N/A	28654117
"1-(2-Chloroacetyl)-5-methylindoline-2,3-dione"	C11H8ClNO3	Pseudomonas aeruginosa	MH602	N/A	28654117
"1-(2-Chloroacetyl)indoline-2,3-dione"	C10H6ClNO3	Escherichia coli	MT102	N/A	28654117
"1-(2-Chloroacetyl)indoline-2,3-dione"	C10H6ClNO3	Pseudomonas aeruginosa	MH602	N/A	28654117
"1-(3,5-dinitrophenyl)ethan-1-one"	C8H6N2O5	Pseudomonas aeruginosa	PAO1	N/A	19855933
1-(4-amino-2-hydroxyphenyl)ethan-1-one	C8H9NO2	Pseudomonas aeruginosa	PAO1	N/A	19855933
1-(4-chlorophenyl)-3-m-tolyurea	C14H13ClN2O	Streptococcus mutans	NG8	N/A	27375583
1-(4-chlorophenyl)-3-m-tolyurea	C14H13ClN2O	Streptococcus mutans	5SM	N/A	27375583
1-(4-chlorophenyl)-3-p-tolyurea	C14H13ClN2O	Streptococcus mutans	4SM	N/A	27375583
1-(4-chlorophenyl)-3-p-tolyurea	C14H13ClN2O	Streptococcus mutans	5SM	N/A	27375583
1-(4-chlorophenyl)-3-p-tolyurea	C14H13ClN2O	Streptococcus mutans	MTCC 497	N/A	27375583
1-(4-methoxyphenyl)-3-m-tolyurea	C15H16N2O2	Streptococcus mutans	MTCC 497	N/A	27375583
1-(4-methoxyphenyl)-3-m-tolyurea	C15H16N2O2	Streptococcus mutans	NG8	N/A	27375583
1-(4-methoxyphenyl)-3-m-tolyurea	C15H16N2O2	Streptococcus mutans	4SM	N/A	27375583
1-(4-methoxyphenyl)-3-m-tolyurea	C15H16N2O2	Streptococcus mutans	5SM	N/A	27375583
1-(4-methoxyphenyl)-3-p-tolyurea	C15H16N2O2	Streptococcus mutans	NG8	N/A	27375583
1-(4-methoxyphenyl)-3-p-tolyurea	C15H16N2O2	Streptococcus mutans	4SM	N/A	27375583
1-(4-methoxyphenyl)-3-p-tolyurea	C15H16N2O2	Streptococcus mutans	5SM	N/A	27375583
1-(6-aminopyridin-3-yl)ethan-1-one	C7H8N2O	Pseudomonas aeruginosa	PAO1	N/A	19855933
1-(pyrazin-2-yl)ethan-1-one	C6H6N2O	Pseudomonas aeruginosa	PAO1	N/A	19855933
1-(pyridin-4-yl)ethan-1-one	C7H7NO	Pseudomonas aeruginosa	PAO1	N/A	19855933
"1,1,6,6,7,7-hexahydroxy-5,5-diisopropyl-3,3-dimethyl-2,2-binaphthalene-8,8-dicarbaldehyde"	C29H28O8	Acinetobacter baumannii	Not Specified	N/A	24117391
"1,1,6,6,7,7-hexahydroxy-5,5-diisopropyl-3,3-dimethyl-2,2-binaphthalene-8,8-dicarbaldehyde"	C29H28O8	Pseudomonas aeruginosa	PAO1	N/A	24117391
"1,2,3,4-Tetrahydroisoquinoline-3-carboxylic acid"	C10H11NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"1,3-bis[3-chloro-5-(1,3-dichloropropane-2-yloxy)-2(5H)-furanone-4-ylsulfonyl]propane"	C17H18Cl6O6S2	Bacillus subtilis	168	N/A	26085951
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione"	C31H28N6O2	Bacillus subtilis	MTCC 121	N/A	28209374
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione"	C31H28N6O2	Micrococcus luteus	MTCC 2470	N/A	28209374
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione"	C31H28N6O2	Staphylococcus aureus	MTCC 96	N/A	28209374
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione"	C31H28N6O2	Staphylococcus aureus	MLS16 MTCC 2940	N/A	28209374
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione"	C30H25N7O4	Bacillus subtilis	MTCC 121	N/A	28209374
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione"	C30H25N7O4	Micrococcus luteus	MTCC 2470	N/A	28209374
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione"	C30H25N7O4	Staphylococcus aureus	MTCC 96	N/A	28209374
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione"	C30H25N7O4	Staphylococcus aureus	MLS16 MTCC 2940	N/A	28209374
"1,3-dim-tolyurea"	C15H16N2O	Streptococcus mutans	NG8	N/A	27375583
"1,3-dim-tolyurea"	C15H16N2O	Streptococcus mutans	4SM	N/A	27375583
"1,3-dim-tolyurea"	C15H16N2O	Streptococcus mutans	5SM	N/A	27375583
"1,3-dim-tolyurea"	C15H16N2O	Streptococcus mutans	MTCC 497	N/A	27375583
"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Enterococcus faecalis	ATCC 19433	N/A	24016798
"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Pseudomonas aeruginosa	ATCC 25923	N/A	24016798
"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Staphylococcus aureus	ATCC 25923	N/A	24016798
"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Staphylococcus epidermidis	ATCC 35547	N/A	24016798
"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Streptococcus mutans	ATCC 25175	N/A	24016798
"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C16H13N3O4	Enterococcus faecalis	ATCC 19433	N/A	24016798
"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C16H13N3O4	Pseudomonas aeruginosa	ATCC 25923	N/A	24016798
"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C16H13N3O4	Staphylococcus aureus	ATCC 25923	N/A	24016798
"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C16H13N3O4	Staphylococcus epidermidis	ATCC 35547	N/A	24016798
"1-[2-(2-nitrophenyl)-5-phenyl-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C16H13N3O4	Streptococcus mutans	ATCC 25175	N/A	24016798
"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Enterococcus faecalis	ATCC 19433	N/A	24016798
"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Pseudomonas aeruginosa	ATCC 25923	N/A	24016798
"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Staphylococcus aureus	ATCC 25923	N/A	24016798
"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Staphylococcus epidermidis	ATCC 35547	N/A	24016798
"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C19H18Cl2N2O5	Streptococcus mutans	ATCC 25175	N/A	24016798
"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C20H21BrN2O7	Enterococcus faecalis	ATCC 19433	N/A	24016798
"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C20H21BrN2O7	Pseudomonas aeruginosa	ATCC 25923	N/A	24016798
"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C20H21BrN2O7	Staphylococcus aureus	ATCC 25923	N/A	24016798
"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C20H21BrN2O7	Staphylococcus epidermidis	ATCC 35547	N/A	24016798
"1-[2-(3-bromo-4-hydroxy-5-methoxyphenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C20H21BrN2O7	Streptococcus mutans	ATCC 25175	N/A	24016798
"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C23H22N2O5	Enterococcus faecalis	ATCC 19433	N/A	24016798
"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C23H22N2O5	Pseudomonas aeruginosa	ATCC 25923	N/A	24016798
"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C23H22N2O5	Staphylococcus aureus	ATCC 25923	N/A	24016798
"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C23H22N2O5	Staphylococcus epidermidis	ATCC 35547	N/A	24016798
"1-[2-(naphthalen-1-yl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone"	C23H22N2O5	Streptococcus mutans	ATCC 25175	N/A	24016798
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C25H18ClNO	Bacillus subtilis	MTCC 121	N/A	25465871
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C25H18ClNO	Escherichia coli	MTCC 739	N/A	25465871
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C25H18ClNO	Klebsiella planticola	MTCC 530	N/A	25465871
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C25H18ClNO	Micrococcus luteus	MTCC 2470	N/A	25465871
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C25H18ClNO	Pseudomonas aeruginosa	MTCC 2453	N/A	25465871
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C25H18ClNO	Staphylococcus aureus	MTCC 96	N/A	25465871
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C25H18ClNO	Staphylococcus aureus	MLS16 MTCC 2940	N/A	25465871
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO3	Bacillus subtilis	MTCC 121	N/A	25465871
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO3	Escherichia coli	MTCC 739	N/A	25465871
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO3	Klebsiella planticola	MTCC 530	N/A	25465871
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO3	Micrococcus luteus	MTCC 2470	N/A	25465871
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO3	Pseudomonas aeruginosa	MTCC 2453	N/A	25465871
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO3	Staphylococcus aureus	MTCC 96	N/A	25465871
1-{2-[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO3	Staphylococcus aureus	MLS16 MTCC 2940	N/A	25465871
1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO2	Bacillus subtilis	MTCC 121	N/A	25465871
1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO2	Escherichia coli	MTCC 739	N/A	25465871
1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO2	Micrococcus luteus	MTCC 2470	N/A	25465871
1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO2	Pseudomonas aeruginosa	MTCC 2453	N/A	25465871
1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO2	Staphylococcus aureus	MTCC 96	N/A	25465871
1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one	C26H21NO2	Staphylococcus aureus	MLS16 MTCC 2940	N/A	25465871
"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one"	C27H17F6NO	Bacillus subtilis	MTCC 121	N/A	25465871
"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one"	C27H17F6NO	Escherichia coli	MTCC 739	N/A	25465871
"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one"	C27H17F6NO	Klebsiella planticola	MTCC 530	N/A	25465871
"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one"	C27H17F6NO	Micrococcus luteus	MTCC 2470	N/A	25465871
"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one"	C27H17F6NO	Pseudomonas aeruginosa	MTCC 2453	N/A	25465871
"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one"	C27H17F6NO	Staphylococcus aureus	MTCC 96	N/A	25465871
"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one"	C27H17F6NO	Staphylococcus aureus	MLS16 MTCC 2940	N/A	25465871
1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one	C26H18F3NO2	Bacillus subtilis	MTCC 121	N/A	25465871
1-{4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one	C26H18F3NO2	Escherichia coli	MTCC 739	N/A	25465871
